CSAFP,GEOID,NAME,CBSA_TYPE,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                             
,16940,"Cheyenne, WY Metro Area",1,6956482527,4273816,2685.913,1.65,41.29283,-104.660395
,20940,"El Centro, CA Metro Area",1,10817291631,790230304,4176.58,305.11,33.040814,-115.3554
,23940,"Gillette, WY Micro Area",2,12437264300,11038017,4802.055,4.262,44.191999,-105.517014
,25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",1,3189657197,1013306504,1231.534,391.24,32.386792,-80.830877
,27940,"Juneau, AK Micro Area",2,6829216436,1423792753,2636.775,549.729,58.643523,-134.281167
,30940,"London, KY Micro Area",2,3258431158,47847304,1258.087,18.474,36.92061,-84.045368
,33940,"Montrose, CO Micro Area",2,5804023642,4923261,2240.946,1.901,38.407507,-108.266282
,32940,"Meridian, MS Micro Area",2,5598031466,37039806,2161.412,14.301,32.410674,-88.661926
,31940,"Marinette, WI-MI Micro Area",2,6328631551,1151696290,2443.498,444.672,45.435279,-87.769216
,36940,"Owatonna, MN Micro Area",2,1112775698,6976791,429.645,2.694,44.015261,-93.220453
,44940,"Sumter, SC Metro Area",1,1722537126,44054520,665.075,17.01,33.916253,-80.382288
,40940,"Safford, AZ Micro Area",2,11972778533,47436491,4622.716,18.315,32.931828,-109.87831
,47940,"Waterloo-Cedar Falls, IA Metro Area",1,3893052582,28123594,1503.116,10.859,42.536796,-92.471608
,10980,"Alpena, MI Micro Area",2,1481123848,2908714548,571.865,1123.061,44.894954,-83.426574
,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",1,3767138333,45451721,1454.5,17.549,37.121364,-80.531517
,19980,"Dodge City, KS Micro Area",2,2844508248,2097356,1098.271,0.81,37.688416,-99.884748
,20980,"El Dorado, AR Micro Area",2,2691555882,41400824,1039.216,15.985,33.168219,-92.598145
,21980,"Fallon, NV Micro Area",2,12770128151,242405502,4930.574,93.593,39.53771,-118.264165
,24980,"Grenada, MS Micro Area",2,1093252402,70698246,422.107,27.297,33.770031,-89.80274
,27980,"Kahului-Wailuku-Lahaina, HI Metro Area",1,3039406468,3309058671,1173.521,1277.635,20.855931,-156.60155
,31980,"Marion, IN Micro Area",2,1072452772,2133506,414.076,0.824,40.515758,-85.654946
,36980,"Owensboro, KY Metro Area",1,2327090349,85985603,898.495,33.199,37.693723,-87.077058
,43980,"Spencer, IA Micro Area",2,1469139466,13866649,567.238,5.354,43.081224,-95.149875
,45980,"Troy, AL Micro Area",2,1740647521,2336975,672.068,0.902,31.798651,-85.941604
,47980,"Watertown, SD Micro Area",2,1780837027,76608850,687.585,29.579,44.966285,-97.198837
